"","x"
"2981"," 학점 3.4 "
"2982"," 토스 150"
"2983","지방국립대 "
"2984"," 기계 "
"2985"," 학점 3.5 "
"2986"," 오픽 IM2 "
"2987"," 공모전 3회 수상"
"2988"," 동아리활동 2회"
"2989","서울권 "
"2990"," 신소재공학과 "
"2991"," 학점 3.85 "
"2992"," 오픽 IM2 "
"2993"," 지원분야와 관련된 연구팀 6개월"
"2994"," 공모전 대상(대학 총장상)"
"2995"," 봉사활동 30시간"
"2996","지거국 "
"2997"," 화학공학과 "
"2998"," 학점 3.35 "
"2999"," 토익 800"
"3000"," 토익스피킹 150 "
"3001"," 봉사활동 1회"
"3002"," 공모전 2회"
"3003","UNIST(석사) "
"3004"," 화학공학과 "
"3005"," 학점 3.5 "
"3006"," 토익 790"
"3007"," 토스 120 "
"3008"," 연구소 경험 2회"
"3009"," 봉사활동 3회"
"3010"," 삼성 판매 아르바이트"
"3011"," 디스플레이 교육 수강"
"3012"," 특허 및 논문 보유"
"3013","성균관대 "
"3014"," 신소재공학 "
"3015"," 학점 3.48 "
"3016"," 오픽 IM1"
"3017","인서울대학 "
"3018"," 컴퓨터공학부 "
"3019"," 학점 3.54 "
"3020"," 오픽 IH"
"3021"," 토익 930"
"3022","지거국 "
"3023"," 전자 "
"3024"," 학점 3.4 "
"3025"," 토스 150"
"3026","지방대 "
"3027"," 수학과 "
"3028"," 학점 3.7 "
"3029"," 오픽 IL "
"3030"," 봉사활동 6개월"
"3031"," 금융기업 인턴 2개월"
"3032","서성한 "
"3033"," 기계공학 "
"3034"," 학점 3초반 "
"3035"," 토익970"
"3036","지거국 "
"3037"," 산업공학 "
"3038"," 학점 3.3 "
"3039"," 토익 805 "
"3040"," 토익스피킹 레벨5"
"3041","성균관대 "
"3042"," 전자전기 "
"3043"," 학점 3.6 "
"3044"," 토스 lv6"
"3045","아주대 "
"3046"," 산업공학 "
"3047"," 학점 4.01 "
"3048"," 오픽 IM"
"3049","화학과 "
"3050"," 학점 3.81 "
"3051"," 오픽 IH 토익 880"
"3052","학점 4.2 "
"3053"," 토익 930"
"3054","서성한 "
"3055"," 생명과학 "
"3056"," 학점 4.2 "
"3057"," 토익 940"
"3058"," 오픽 IM2"
"3059","서성한 "
"3060"," 신문방송학과 "
"3061"," 학점 3.2 "
"3062"," 토익 850"
"3063","한국외국어대학교 "
"3064"," 생명공학과 "
"3065"," 학점 4.4"
"3066","4.5(석사) "
"3067"," 토스 레벨6"
"3068","서성한 "
"3069"," 화공생명 "
"3070"," 학점 3.67 "
"3071"," 오픽 IM2 "
"3072"," 동아리"
"3073"," 판매 아르바이트"
"3074","특수국립 4년제 "
"3075"," 생명화학공학과 "
"3076"," 학점 4.05"
"3077","석사 "
"3078"," 토익스피킹 레벨 7"
"3079"," 토익 870 "
"3080"," 동아리 임원활동 2회"
"3081"," 교육봉사 2회(드림메이커 엔젤튜터"
"3082"," 중앙일보 공부의신)"
"3083"," 과학캠프조교 2회+a"
"3084"," 학부생연구프로그램 수상"
"3085","서울 중위권 "
"3086"," 통계 "
"3087"," 학점 3.5 "
"3088"," 토익 850 "
"3089"," 봉사활동 2"
"3090","수도권 10위권 "
"3091"," 물리학과 "
"3092"," 학점 3.58 "
"3093"," 토스5 "
"3094"," 학생회2 동아리1"
"3095","전기과 "
"3096"," 학점 3.57"
"3097","경북대 "
"3098"," 전기공학 "
"3099"," 학점 3.5 "
"3100"," 토익 890 "
"3101"," 해외연수 1년"
"3102","지방국립대 "
"3103"," 건축공학 "
"3104"," 학점 3.99 "
"3105"," 토익 820"
"3106"," 토스 6"
"3107","서울중상위 "
"3108"," 경영학과 "
"3109"," 학점 4.2 "
"3110"," 토익스피킹 레벨6 "
"3111"," 인턴1"
"3112"," 봉사1"
"3113","숭실대 "
"3114"," 신소재 "
"3115"," 학점 3.82 "
"3116"," 토익스피킹 레벨6 "
"3117"," 봉사활동 4년"
"3118"," 공모전 수상 1회"
"3119"," 공학상 1회"
"3120","인서울 "
"3121"," 전자 "
"3122"," 학점 3.84 "
"3123"," 토익 815"
"3124","건동홍 "
"3125"," 경영 "
"3126"," 학점 3.81 "
"3127"," 토익 935"
"3128"," 오픽 IM1 "
"3129"," 인턴 2회"
"3130"," 봉사 100시간"
"3131","서성한 "
"3132"," 컴퓨터 "
"3133"," 학점 4.22 "
"3134"," 오픽 IL"
"3135","자연과학 "
"3136"," 학점 3.5 "
"3137"," 토스 레벨6"
"3138","서성한 "
"3139"," 정보시스템 "
"3140"," 학점 3.6 "
"3141"," 토익 935"
"3142"," 오픽 IH "
"3143"," 인턴 1회"
"3144","경기권 4년제 "
"3145"," 전자시스템공학과 "
"3146"," 학점 3.99 "
"3147"," 토익 890 "
"3148"," 토스 lv6 "
"3149"," 없음"
"3150","학점 3.61 "
"3151"," 오픽 IL"
"3152","수도권 4년제 "
"3153"," 기계 "
"3154"," 학점 3.4 "
"3155"," 토스 Lv.5"
"3156","지거국 "
"3157"," 영어 "
"3158"," 학점 3.3 "
"3159"," 토익 900"
"3160","지방사립대 "
"3161"," 경영"
"3162","통계 "
"3163"," 학점 3.7 "
"3164"," 토스 레벨6 "
"3165"," 인턴 1회"
"3166","서성한 "
"3167"," 기계 "
"3168"," 학점 3.5"
"3169","서울과기대 "
"3170"," 전기정보공학과 "
"3171"," 학점 3.86 "
"3172"," 토익710"
"3173"," 오픽IM1 "
"3174"," 무"
"3175","서울중하 "
"3176"," 화공 "
"3177"," 학점 3점중반 "
"3178"," 토스 레벨6"
"3179","서울권 "
"3180"," 디스플레이학 "
"3181"," 학점 4.0 "
"3182"," 토익 850"
"3183","지방대 "
"3184"," 전기전자 "
"3185"," 학점 4.2 "
"3186"," 토익 920"
"3187"," 토스 7 "
"3188"," 해외봉사1"
"3189"," 교환학생"
"3190"," 공모전 4회수상 등등"
"3191","인서울 중위권 "
"3192"," 학점 4.01 "
"3193"," Im3 "
"3194"," 무"
"3195","고대 세종 "
"3196"," 전자및정보공학과 "
"3197"," 학점 3.46 "
"3198"," 토익720"
"3199"," 토스lv5 "
"3200"," 인턴 1"
"3201"," 공모전 수상 2"
"3202","한양대학교 "
"3203"," 신소재공학과 "
"3204"," 학점 4.29 "
"3205"," 토익스피킹 레벨6"
"3206","서울 4년제 "
"3207"," 화학공학 "
"3208"," 학점 3.4 "
"3209"," 토익스피킹 레벨6"
"3210","컴퓨터전공 "
"3211"," 학점 3.53 "
"3212"," 토익 790"
"3213"," 오픽 IM2 "
"3214"," 공모전 경험 2회(결과 두번다 안 좋음)"
"3215"," 외부 강의"
"3216","홍익대학교(서울캠퍼스) "
"3217"," 전자전기공학부 "
"3218"," 학점 3.55 "
"3219"," 토익 815"
"3220"," 토스 레벨5"
"3221","경북대학교 "
"3222"," 전자공학부 "
"3223"," 학점 3.35 "
"3224"," 토스 140 "
"3225"," 교육봉사단체 대표교사"
"3226","서울 중위권 "
"3227"," 경영 "
"3228"," 학점 4.15 "
"3229"," 오픽 IH"
"3230","서성한 "
"3231"," 컴퓨터공학과 "
"3232"," 학점 4.28"
"3233","2.5 "
"3234"," 토익 950"
"3235"," 오픽 AL "
"3236"," 논문 학술대회 우수상 1회"
"3237","건동홍 "
"3238"," 기계공학과 "
"3239"," 학점 3.58 "
"3240"," 토익스피킹 레벨 6"
"3241","경기 중위권 "
"3242"," 화학과 "
"3243"," 학점 4.33 "
"3244"," 토익 905"
"3245"," 토익스피킹 Level 5 "
"3246"," 봉사동아리"
"3247"," 실험실 인턴 경험"
"3248","인하 "
"3249"," 조선해양공학 "
"3250"," 학점 4.13 "
"3251"," 토익 790"
"3252"," 토스 130 "
"3253"," 석사"
"3254"," ROTC"
"3255","건동홍 "
"3256"," 신소재 "
"3257"," 학점 3.2 "
"3258"," 오픽 im1"
"3259","금오공과대학교 "
"3260"," 전자공학부 "
"3261"," 학점 4.12 "
"3262"," 토스 레벨 5 "
"3263"," 임베디드 소프트웨어 경진대회 수상"
"3264","서성한 "
"3265"," 산업공학과 "
"3266"," 학점 3.4 "
"3267"," 토익스피킹 레벨 6 "
"3268"," 해외봉사 1개월"
"3269","동국대 "
"3270"," 산업시스템공학과 "
"3271"," 학점 3.94 "
"3272"," 토스 6(150)"
"3273","지방 국립대 "
"3274"," 화학공학 "
"3275"," 학점 4.07 "
"3276"," 토익 850 "
"3277"," 대회활동 다수"
"3278","지방대 "
"3279"," 신소재공학 "
"3280"," 학점 4.4 "
"3281"," 토익 845"
"3282","건동홍 "
"3283"," 화공 "
"3284"," 학점 3.52 "
"3285"," 오픽 IM2"
"3286"," 토익 825"
"3287","수도권 4년제 "
"3288"," 기계 "
"3289"," 학점 3.4 "
"3290"," 토스 Lv.5"
"3291","서울과기대 "
"3292"," 전기정보공학과 "
"3293"," 학점 3.86 "
"3294"," 토익710"
"3295"," 오픽IM1 "
"3296"," 무"
"3297","지방사립대 "
"3298"," 경영"
"3299","통계 "
"3300"," 학점 3.7 "
"3301"," 토스 레벨6 "
"3302"," 인턴 1회"
"3303","지거국 "
"3304"," 영어 "
"3305"," 학점 3.3 "
"3306"," 토익 900"
"3307","서성한 "
"3308"," 기계 "
"3309"," 학점 3.5"
"3310","컴퓨터전공 "
"3311"," 학점 3.53 "
"3312"," 토익 790"
"3313"," 오픽 IM2 "
"3314"," 공모전 경험 2회(결과 두번다 안 좋음)"
"3315"," 외부 강의"
"3316","한양대학교 "
"3317"," 신소재공학과 "
"3318"," 학점 4.29 "
"3319"," 토익스피킹 레벨6"
"3320","건동홍 "
"3321"," 화공 "
"3322"," 학점 3.52 "
"3323"," 오픽 IM2"
"3324"," 토익 825"
"3325","수도권 4년제 "
"3326"," 전자공학 "
"3327"," 학점 3.22 "
"3328"," 토익 840"
"3329","학점 3.5 "
"3330"," 토익스피킹 레벨 6"
"3331"," 토익 855 "
"3332"," ."
"3333","아주대학교 "
"3334"," 화학과 "
"3335"," 학점 3.78 "
"3336"," 토익스피킹 lv.6 "
"3337"," 인턴 1회"
"3338","시드니대 "
"3339"," 금융 "
"3340"," 학점 72"
"3341","100 "
"3342"," 오픽 AL "
"3343"," 해외인턴 1회"
"3344","건동홍 "
"3345"," 신소재 "
"3346"," 학점 3.2 "
"3347"," 오픽 im1"
"3348","SKY "
"3349"," 상경 "
"3350"," 학점 3.7 "
"3351"," 오픽 AL "
"3352"," 인턴1"
"3353","서울중하위 "
"3354"," 컴퓨터공학과 "
"3355"," 학점 3.9 "
"3356"," 토익 865 "
"3357"," 대외활동 1"
"3358","한양대 "
"3359"," 경영학과(석사) "
"3360"," 학점 4.36 "
"3361"," 토익 960 "
"3362"," 없음"
"3363","연세대 "
"3364"," 응용통계 "
"3365"," 학점 4.17 "
"3366"," 토익 985"
"3367"," 오픽 AL"
"3368","서울 상위권 "
"3369"," 화학공학과 "
"3370"," 학점 3.7 "
"3371"," 오픽 IM1 "
"3372"," 인턴 6개월"
"3373","수도권대학교 "
"3374"," 경영학과 "
"3375"," 학점 4.32 "
"3376"," 토익 915 "
"3377"," 인턴 1회"
"3378"," 봉사활동 1회"
"3379","서성한 "
"3380"," 정보시스템 "
"3381"," 학점 3.6 "
"3382"," 토익 935"
"3383"," 오픽 IH "
"3384"," 인턴 1회"
"3385","학점 3.61 "
"3386"," 오픽 IL"
"3387","경기권 4년제 "
"3388"," 전자시스템공학과 "
"3389"," 학점 3.99 "
"3390"," 토익 890 "
"3391"," 토스 lv6 "
"3392"," 없음"
"3393","지방대 "
"3394"," 전기전자 "
"3395"," 학점 4.2 "
"3396"," 토익 920"
"3397"," 토스 7 "
"3398"," 해외봉사1"
"3399"," 교환학생"
"3400"," 공모전 4회수상 등등"
"3401","서울중하 "
"3402"," 화공 "
"3403"," 학점 3점중반 "
"3404"," 토스 레벨6"
"3405","서울권 "
"3406"," 디스플레이학 "
"3407"," 학점 4.0 "
"3408"," 토익 850"
"3409","인서울 중위권 "
"3410"," 학점 4.01 "
"3411"," Im3 "
"3412"," 무"
"3413","서울 중위권 "
"3414"," 경영 "
"3415"," 학점 4.15 "
"3416"," 오픽 IH"
"3417","지거국 "
"3418"," 전자공학 "
"3419"," 학점 3.5 "
"3420"," 토스 레벨6"
"3421","서성한 "
"3422"," 기계 "
"3423"," 학점 3.1 "
"3424"," 토익 725 "
"3425"," 동아리활동"
"3426","서성한 "
"3427"," 화학공학과 "
"3428"," 학점 4.3 "
"3429"," 토익 820"
"3430"," 토익스피킹 Lv 6"
"3431","인천대 "
"3432"," 전자공학과 "
"3433"," 학점 3.64 "
"3434"," 토익 745"
"3435","중경외시 "
"3436"," 신소재공학과 "
"3437"," 학점 3.5 "
"3438"," 토익 850 "
"3439"," 공모전 1회"
"3440","고려대 "
"3441"," 물리 "
"3442"," 학점 3.6 "
"3443"," 토익800"
"3444","인서울 "
"3445"," 산업공학 "
"3446"," 학점 3.6 "
"3447"," 토스 레벨6 "
"3448"," 인턴 1회"
"3449"," 공모전 1회"
"3450","중경외시 "
"3451"," 경영 "
"3452"," 학점 3.61 "
"3453"," 토익 840"
"3454","지거국 "
"3455"," 경제"
"3456","회계 "
"3457"," 학점 4.02 "
"3458"," 토익 975"
"3459"," 토스 Lv.7 "
"3460"," 해외인턴"
"3461"," 해외봉사"
"3462"," 교환학생"
"3463"," 워킹"
"3464"," 국내 봉사 다수"
"3465"," 학회 참여 등"
"3466","부산사립 "
"3467"," 무역 "
"3468"," 학점 3.93 "
"3469"," 토스6"
"3470","고려대 "
"3471"," 전자공학 "
"3472"," 학점 3.5 "
"3473"," 오픽 im2"
"3474","부산사립 "
"3475"," 무역 "
"3476"," 학점 3.93 "
"3477"," 토스6"
"3478","고려대 "
"3479"," 전자공학 "
"3480"," 학점 3.5 "
"3481"," 오픽 im2"
"3482","지방사립대 "
"3483"," 화학공학과 "
"3484"," 학점 3.44 "
"3485"," 인턴 2회"
"3486","인서울 "
"3487"," 정보통신과 "
"3488"," 학점 3"
"3489","45 "
"3490"," 토익 810"
"3491","성균관 "
"3492"," 신소재 "
"3493"," 학점 4.3 "
"3494"," 토스 레벨6 "
"3495"," 봉사"
"3496"," 디스플레이 공모전"
"3497","수도권 "
"3498"," 기계 "
"3499"," 학점 3.7 "
"3500"," 토익 850"
"3501"," 오픽 IH "
"3502"," 단기 인턴 1회"
"3503","전자공학 "
"3504"," 학점 3.5 "
"3505"," OPIC IM "
"3506"," 학회 참여"
"3507","지방국립 "
"3508"," 전자 "
"3509"," 학점 3.5 "
"3510"," 토스 5"
"3511","금오공대 "
"3512"," 신소재공학 "
"3513"," 학점 3.96 "
"3514"," 토익 775"
"3515"," 토스 LV5"
"3516","지방거점 "
"3517"," 기계 "
"3518"," 학점 3.3"
"3519","서울중상위권 "
"3520"," 화학 "
"3521"," 학점 3.7 "
"3522"," 토스 Lv.6"
"3523","지잡대 "
"3524"," 신재생에너지공학부 "
"3525"," 학점 4.39 "
"3526"," 토익스피킹 레벨5 "
"3527"," 전기기사"
"3528"," 정보통신산업기사"
"3529"," CAD 2급 봉사시간 759시간 대외활동(해외봉사 1회"
"3530","국제워크캠프 1회"
"3531","교내 공모전 대상"
"3532"," 장려상 등등 다수)"
"3533","인하대학교 "
"3534"," 기계공학과 "
"3535"," 학점 3.54 "
"3536"," 토익 930 "
"3537"," 오픽 IH "
"3538"," HSK 5급 "
"3539"," 없음"
"3540","서울과학기술대학교 "
"3541"," MSDE program "
"3542"," 학점 3.73 "
"3543"," 오픽 IH"
"3544","컴공 "
"3545"," 학점 3.76 "
"3546"," 오픽 IM2"
"3547","서울 중위권 "
"3548"," 전자 "
"3549"," 학점 3.58 "
"3550"," 오픽 IM2 "
"3551"," 인턴 1회"
"3552","서울중상위권 "
"3553"," 기계 "
"3554"," 학점 3.15 "
"3555"," 토익스피킹 레벨5 "
"3556"," 공모전 2회"
"3557"," 수상봉사활동1회"
"3558","지방국립 "
"3559"," 재료공학부 "
"3560"," 학점 3.8 "
"3561"," 토익 840"
"3562"," 토스 레벨5"
"3563","인하대 "
"3564"," 전기공학 "
"3565"," 학점 3.5 "
"3566"," 토익 845"
"3567","서울 중위권 "
"3568"," 신소재공학 "
"3569"," 학점 3.71 "
"3570"," 토익 835"
"3571","지방사립 "
"3572"," 기계공학 "
"3573"," 학점 3.83 "
"3574"," 토스 레벨7"
"3575"," 토익850"
"3576","지거국 "
"3577"," 재료공학 "
"3578"," 학점 3.4 "
"3579"," 토익 890"
"3580"," 토익스피킹 lv6"
"3581","서울권 "
"3582"," 공대 "
"3583"," 학점 3.5 "
"3584"," 토스 6 "
"3585"," 인턴1회"
"3586","중경외시 "
"3587"," 환경공학과 "
"3588"," 학점 3.4 "
"3589"," 오픽 IM2"
"3590","서울사립대 "
"3591"," 물리학과 "
"3592"," 학점 3.76(대학교) 4.28(대학원) "
"3593"," 토스 120 "
"3594"," 국제"
"3595","국내 학회 다수 참가 및 발표 우수 발표상 2회 수상"
"3596","중경외시 "
"3597"," 상경 "
"3598"," 학점 4.1 "
"3599"," 토익 925"
"3600"," 오픽 AL "
"3601"," 대내활동 3회"
"3602","인서울 여대 "
"3603"," 경영 "
"3604"," 통계(복전) "
"3605"," 학점 3.58 "
"3606"," 토익 900"
"3607"," 토스7 "
"3608"," 인턴1회"
"3609"," 공모전1회"
"3610","수도권 "
"3611"," 경영학 "
"3612"," 학점 4.0 "
"3613"," 토익 920 "
"3614"," 인턴 1회"
"3615"," 대외활동 1회"
"3616","서울소재 "
"3617"," 사회교육 "
"3618"," 학점 3.70 "
"3619"," 토스 레벨6 "
"3620"," 인턴 3회"
"3621"," 공모전 5회"
"3622","학점 3.84"
"3623","수도권 중상위권 "
"3624"," 전자 "
"3625"," 학점 3.48 "
"3626"," 토스 lv 6"
"3627","지거국 "
"3628"," 신소재공학과 "
"3629"," 학점 4.26 "
"3630"," 토익 815"
"3631"," 토익스피킹 150 "
"3632"," 공모전 대상1 회"
"3633","지방대 "
"3634"," 학점 4.13 "
"3635"," 토익 860"
"3636","서울 중위권 "
"3637"," 물리 "
"3638"," 학점 3.47(학사) "
"3639"," 오픽 IM1 "
"3640"," 인턴 6개월"
"3641"," 어학연수 10개월"
"3642","부산대 "
"3643"," 기계공 "
"3644"," 학점 4.0 "
"3645"," 토익 815"
"3646"," 토스 레벨6 "
"3647"," 공모전 1회"
"3648","SKY 대학원 석사 "
"3649"," 상경 "
"3650"," 학점 4 "
"3651"," 토익 955 "
"3652"," 멘토링 연합동아리 8개월"
"3653","서울 하위권 4년제 "
"3654"," 전자공학 "
"3655"," 학점 3.75 "
"3656"," 토익 710"
"3657"," 토스 레벨5"
"3658","서성한 "
"3659"," 전자 "
"3660"," 학점 3.8 "
"3661"," 토익 900이상"
"3662","서울중상위권 "
"3663"," 기계 "
"3664"," 학점 3.15 "
"3665"," 토익스피킹 레벨5 "
"3666"," 공모전 2회"
"3667"," 수상봉사활동1회"
"3668","서울 중위권 "
"3669"," 신소재공학 "
"3670"," 학점 3.71 "
"3671"," 토익 835"
"3672","인하대 "
"3673"," 전기공학 "
"3674"," 학점 3.5 "
"3675"," 토익 845"
"3676","중경외시 "
"3677"," 환경공학과 "
"3678"," 학점 3.4 "
"3679"," 오픽 IM2"
"3680","서울사립대 "
"3681"," 물리학과 "
"3682"," 학점 3.76(대학교) 4.28(대학원) "
"3683"," 토스 120 "
"3684"," 국제"
"3685","국내 학회 다수 참가 및 발표 우수 발표상 2회 수상"
"3686","중경외시 "
"3687"," 상경 "
"3688"," 학점 4.1 "
"3689"," 토익 925"
"3690"," 오픽 AL "
"3691"," 대내활동 3회"
"3692","지거국 "
"3693"," 신소재공학과 "
"3694"," 학점 4.26 "
"3695"," 토익 815"
"3696"," 토익스피킹 150 "
"3697"," 공모전 대상1 회"
"3698","수도권 중상위권 "
"3699"," 전자 "
"3700"," 학점 3.48 "
"3701"," 토스 lv 6"
"3702","학점 3.84"
"3703","성균관 "
"3704"," 신소재 "
"3705"," 학점 4.3 "
"3706"," 토스 레벨6 "
"3707"," 봉사"
"3708"," 디스플레이 공모전"
"3709","인서울 "
"3710"," 정보통신과 "
"3711"," 학점 3"
"3712","45 "
"3713"," 토익 810"
"3714","수도권 "
"3715"," 기계 "
"3716"," 학점 3.7 "
"3717"," 토익 850"
"3718"," 오픽 IH "
"3719"," 단기 인턴 1회"
"3720","지방사립대 "
"3721"," 화학공학과 "
"3722"," 학점 3.44 "
"3723"," 인턴 2회"
"3724","인하대학교 "
"3725"," 기계공학과 "
"3726"," 학점 3.54 "
"3727"," 토익 930 "
"3728"," 오픽 IH "
"3729"," HSK 5급 "
"3730"," 없음"
"3731","서울과학기술대학교 "
"3732"," MSDE program "
"3733"," 학점 3.73 "
"3734"," 오픽 IH"
"3735","지잡대 "
"3736"," 신재생에너지공학부 "
"3737"," 학점 4.39 "
"3738"," 토익스피킹 레벨5 "
"3739"," 전기기사"
"3740"," 정보통신산업기사"
"3741"," CAD 2급 봉사시간 759시간 대외활동(해외봉사 1회"
"3742","국제워크캠프 1회"
"3743","교내 공모전 대상"
"3744"," 장려상 등등 다수)"
"3745","컴공 "
"3746"," 학점 3.76 "
"3747"," 오픽 IM2"
"3748","지거국 "
"3749"," 재료공학 "
"3750"," 학점 3.4 "
"3751"," 토익 890"
"3752"," 토익스피킹 lv6"
"3753","지방사립 "
"3754"," 기계공학 "
"3755"," 학점 3.83 "
"3756"," 토스 레벨7"
"3757"," 토익850"
"3758","지방사립 "
"3759"," 기계공학 "
"3760"," 학점 3.83 "
"3761"," 토스 레벨7"
"3762"," 토익850"
"3763","서울권 "
"3764"," 공대 "
"3765"," 학점 3.5 "
"3766"," 토스 6 "
"3767"," 인턴1회"
"3768","서울소재 "
"3769"," 사회교육 "
"3770"," 학점 3.70 "
"3771"," 토스 레벨6 "
"3772"," 인턴 3회"
"3773"," 공모전 5회"
"3774","수도권 "
"3775"," 경영학 "
"3776"," 학점 4.0 "
"3777"," 토익 920 "
"3778"," 인턴 1회"
"3779"," 대외활동 1회"
"3780","인서울 여대 "
"3781"," 경영 "
"3782"," 통계(복전) "
"3783"," 학점 3.58 "
"3784"," 토익 900"
"3785"," 토스7 "
"3786"," 인턴1회"
"3787"," 공모전1회"
"3788","SKY 대학원 석사 "
"3789"," 상경 "
"3790"," 학점 4 "
"3791"," 토익 955 "
"3792"," 멘토링 연합동아리 8개월"
"3793","서울 중위권 "
"3794"," 물리 "
"3795"," 학점 3.47(학사) "
"3796"," 오픽 IM1 "
"3797"," 인턴 6개월"
"3798"," 어학연수 10개월"
"3799","부산대 "
"3800"," 기계공 "
"3801"," 학점 4.0 "
"3802"," 토익 815"
"3803"," 토스 레벨6 "
"3804"," 공모전 1회"
"3805","서울 하위권 4년제 "
"3806"," 전자공학 "
"3807"," 학점 3.75 "
"3808"," 토익 710"
"3809"," 토스 레벨5"
"3810","지방대 "
"3811"," 학점 4.13 "
"3812"," 토익 860"
"3813","해외대 "
"3814"," 자연과학계열 "
"3815"," 학점 3.78 "
"3816"," 오픽 AL "
"3817"," 학부생 연구실 보조 2회"
"3818"," 병원봉사 외 대외활동 多"
"3819","sky "
"3820"," 바이오시스템 "
"3821"," 학점 3.78 "
"3822"," 토익 925"
"3823"," 토익스피킹 170 "
"3824"," 봉사활동 1회"
"3825"," 인턴 1회"
"3826","경기권 "
"3827"," 응용화학"
"3828","기계공학 "
"3829"," 학점 3.7 "
"3830"," 토스 레벨6 "
"3831"," 외국계 자동차 기업 인턴 6개월"
"3832","서성한 "
"3833"," 기계공학과 "
"3834"," 학점 3.63 "
"3835"," 토익 865 "
"3836"," 두산중공업 인턴"
"3837","연세대 "
"3838"," 생명공학과 "
"3839"," 학점 3.48 "
"3840"," 토익 770 "
"3841"," 대외활동 5회이상"
"3842","경기권 분교 "
"3843"," 화학"
"3844","기계 "
"3845"," 학점 3.67 "
"3846"," 토스 레벨6 "
"3847"," 인턴 1회"
"3848"," 워킹홀리데이 1회"
"3849","서울 중위권 "
"3850"," 사회 "
"3851"," 학점 4.2"
"3852","지방국립대 "
"3853"," 정치학과 "
"3854"," 학점 3.62 "
"3855"," 토익 840 "
"3856"," 자격증 3개"
"3857","한국외국어대학교 "
"3858"," 생명공학과 "
"3859"," 학점 4.4"
"3860","4.5(석사) "
"3861"," 토스 레벨6"
"3862","중경외시 "
"3863"," 예체능 "
"3864"," 학점 3.91 "
"3865"," 토스 lv.7 "
"3866"," 인턴 1회"
"3867"," 대외활동"
"3868","동아리 9회"
"3869","sky "
"3870"," 바이오시스템 "
"3871"," 학점 3.78 "
"3872"," 토익 925"
"3873"," 토익스피킹 170 "
"3874"," 봉사활동 1회"
"3875"," 인턴 1회"
"3876","경기권 "
"3877"," 응용화학"
"3878","기계공학 "
"3879"," 학점 3.7 "
"3880"," 토스 레벨6 "
"3881"," 외국계 자동차 기업 인턴 6개월"
"3882","해외대 "
"3883"," 자연과학계열 "
"3884"," 학점 3.78 "
"3885"," 오픽 AL "
"3886"," 학부생 연구실 보조 2회"
"3887"," 병원봉사 외 대외활동 多"
"3888","서울 "
"3889"," 인문 "
"3890"," 학점 3.8 "
"3891"," 토익 865 "
"3892"," 인턴무 대외활동 무 봉사활동1회 공모전1회"
"3893","지거국 "
"3894"," 신소재 "
"3895"," 학점 3.58 "
"3896"," 토익 750"
"3897","지방대 "
"3898"," 금융보험 "
"3899"," 학점 4.18"
"3900","전자 "
"3901"," 학점 3.5 "
"3902"," 토익 800"
"3903","서울상위 "
"3904"," 수학과 "
"3905"," 학점 3.42 "
"3906"," 토익 895 "
"3907"," 학교홍보대사"
"3908","컴퓨터응용기계 "
"3909"," 학점 3.86 "
"3910"," 토익 700 "
"3911"," 인턴"
"3912","서성한 "
"3913"," 컴퓨터공학 "
"3914"," 학점 3.45 "
"3915"," 토스 110"
"3916","지거국 "
"3917"," 신소재 "
"3918"," 학점 3.9 "
"3919"," 토익 900 "
"3920"," 토스 140 "
"3921"," 인턴3회."
"3922","지방국립 "
"3923"," 경영학부 "
"3924"," 학점 3.51 "
"3925"," 토익 900"
"3926"," 오픽 IM2 "
"3927"," 창업경험 1회"
"3928"," 대외활동 1회"
"3929"," 수상경력은 창업과 대외활동으로 인해 받은 것."
"3930","서울권 "
"3931"," 전자 "
"3932"," 학점 3.71 "
"3933"," 토익 865"
"3934","지방국립 "
"3935"," 재료 "
"3936"," 학점 3.78"
"3937","부산대학교 "
"3938"," 재료공학과 "
"3939"," 학점 4.2 "
"3940"," 토스 레벨6 "
"3941"," 1. 캠퍼스 특허전략 유니버시아드 (특허청)"
"3942"," 2. 학부생 1인 연구 프로그램 (한국과학창의재단)"
"3943"," 3. 멘토링 (미래국제재단)"
"3944","지거국 "
"3945"," 기계설계공학 "
"3946"," 학점 3.89 "
"3947"," 토익 775"
"3948","지방사립 "
"3949"," 기계 "
"3950"," 학점 4 "
"3951"," 토익 855"
"3952","지방국립 "
"3953"," 전자 "
"3954"," 학점 3.82 "
"3955"," 토스 레벨6"
"3956","SKY "
"3957"," 전기전자 "
"3958"," 학점 3.9 "
"3959"," 오픽 IM2 "
"3960"," 학생회"
"3961"," 로봇경진동아리"
"3962","건동홍 "
"3963"," 경영 "
"3964"," 학점 4.14 "
"3965"," 오픽 IH"
"3966"," 토익 800후반 "
"3967"," 인턴 1회"
"3968"," 대외활동 다수"
"3969","서울 중하 "
"3970"," 기계 "
"3971"," 학점 3.8 "
"3972"," 토스 6"
"3973","서성한 "
"3974"," 전화기 "
"3975"," 학점 3.3 "
"3976"," 토익 905"
"3977","지방대 "
"3978"," 물리학과 "
"3979"," 학점 3.55 "
"3980"," 토익 775"
"3981","지방사립대 "
"3982"," 물리과 "
"3983"," 학점 3.5"
"3984","지방 국립대 "
"3985"," 기계공학부 "
"3986"," 학점 3.85 "
"3987"," 토익 825"
"3988"," 토스 레벨6"
"3989","고려대 "
"3990"," 화학공학 "
